PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
hau_train_00011,A karshe dai shine ya zo ma uku a zaɓen inda Amaechi ya zo na biyu Ahmed Lawan ya zo na hudu.,"In the end, he came third in the election where Amaechi came second and Ahmed Lawan came fourth.",Yin garkuwa da Uboh shine karo na biyu da mahara ke yi a jihar a cikin makonni uku da suka wuce.,The abduction of Uboh is the second attack by assailants in the state in the past three weeks.,0.12
hau_train_00012,"WAEC ta yi wannan sanarwa ce a ranar Litinin a Legas, lokacin da ake bayyana sakamakon jarabawar SSCE (May/June).","WAEC made this announcement on Monday in Lagos, when the results of the SSCE (May/June) examination were announced.","Amaechi ya sha ragargazar ce a ranar Alhamis, lokacin da ya bayyana a gaban Kwamiti domin kare kasafin 2022 na ma’aikatar sa.","Amaechi was defeated on Thursday, when he appeared before the Committee to defend the 2022 budget of his ministry.",0.0
hau_train_00013,"Idan ba a manta ba Peter Obi ne ɗan takarar mataimakin shugaban kasa a zaben 2019, na jam’iyyar PDP ta re da Atiku Abubakar.","If it is not forgotten, Peter Obi is the vice presidential candidate in the 2019 election, of the PDP party against Atiku Abubakar.",Dino Melaye ya sha ƙasa a zaben fidda gwani na jam’iyyar PDP a Kogi,Dino Melaye lost in the PDP primaries in Kogi,0.5
hau_train_00014,"Gwamnatin Jihar Neja ta jaddada cewa a cikin shekaru biyu ‘yan ta’adda masu garkuwa da mutane su raba aƙalla 151, 380 daga gidajen su.","The government of Niger State has emphasized that in two years, the terrorist kidnappers should separate at least 151, 380 people from their homes.","A Rijau kuwa an raba mutane 5,809 daga gidajen su.","In Rijau, 5,809 people were separated from their homes.",0.92
hau_train_00015,TSANANIN KISHI: Kotu ta yanke wa kafintan da ya kwarara wa tsohuwar budurwarsa da saurayinta  ruwan batir  hukuncin ɗaurin shekara 7 a gidan kaso,SEVERE JEALOUSY: The court sentenced the carpenter who poured battery water on his ex-girlfriend and her boyfriend to 7 years in prison,“A wannan rana Agu ya kwarara wa tsohuwar budurwarsa da sabon saurayinta ruwan batir bayan ya binciki wurin da suka shan iska.,"""On that day, Agu poured battery water on his ex-girlfriend and her new boyfriend after investigating the place where they had been drinking.",0.62
hau_train_00016,A ranar Juma’a ce Ɗan Majalisar Tarayya Gudaji Kazaure ya yi wannan zargi.,"On Friday, the member of the Federal Assembly, Gudaji Kazaure, made this accusation.","Mambobin sun yi ganawa ce ranar Alhamis a Majalisa, ƙarƙashin jagorancin Sanata Phillip Aduda, ɗan PDP da ke wakiltar Gundumar FCT Abuja a Majalisar Dattawa.","The members had a meeting on Thursday at the House of Assembly, under the leadership of Senator Phillip Aduda, a member of the PDP representing FCT Abuja District in the Senate.",0.29
hau_train_00017,RIKICIN JAM’IYYA: Gwamnonin PDP sun ƙaryata zargin sun nemi Uche Secondus ya sauka daga shugabancin jam’iyya,PARTY CONFLICT: PDP governors deny allegations they asked Uche Secondus to step down as party chairman,"Gwamnonin jam’iyyar PDP sun ƙaryata zargin da aka yi masu cewa sun nemi Shugaban Jam’iyya na Ƙasa,  Uche Secondus ya sauka daga shugabancin jam’iyya.","The governors of the PDP party denied the allegations that they asked the National Chairman of the party, Uche Secondus to step down from the leadership of the party.",0.89
hau_train_00018,KATSINA A HANNUN ‘YAN BINDIGA: Mahara sun sako basaraken da su ka kama bayan ya shafe kwanaki 26 a hannun su,KATSINA IN THE HANDS OF GUNS: The attackers released the prince they captured after spending 26 days in their hands,"An sako Sarkin Bunguɗu, bayan ya shafe kwanaki 32 a hannun Ƴan bindiga",The King of Bungudu was released after spending 32 days in the hands of bandits,0.4
hau_train_00019,Haka kuma Ɗanmadami ya ce sojojin da ke sintiri sun bindige  ‘yan bindiga bakwai a Ungwan  Birni cikin Ƙaramar Hukumar Kajuru duk a Jihar Kaduna.,"Danmadami also said that the soldiers on patrol shot dead seven bandits in Ungwan Birni in Kajuru Local Government, all in Kaduna State.",Rundunar sojin Najeriya dake aiki a karkashin ‘Operation Forest Sanity’ sun kashe ‘yan bindiga biyu a karamar hukumar Chikun dake jihar Kaduna.,The Nigerian Army operating under 'Operation Forest Sanity' killed two bandits in Chikun Local Government Area of ​​Kaduna State.,0.5
hau_train_00020,Shugaba Muhammadu Buhari ya tabbatar da cewa bashin da ke kan wuyan Najeriya ya kai naira tiriliyan 42.8.,President Muhammadu Buhari has confirmed that Nigeria's debt is 42.8 trillion naira.,‘Yan Najeriya da dama sun ce bashin Naira tiriliyan 22.7 da Buhari ya karɓa a CBN ba ya cikin doka.,Many Nigerians have said that the 22.7 trillion Naira loan that Buhari received from the CBN is illegal.,0.69
hau_train_00021,Daga watan Satumbar 2017 zuwa ranar 12 ga Yuni 2022 an samu mutum 653 da ake zargin sun kamu da cutar a jihohi 33.,"From September 2017 to June 12, 2022, there were 653 suspected cases of the disease in 33 states.",Daga cikin mutum 262 din da aka gano an samu tabbacin cewa kashi 40.1% sun kamu da cutar a jihohi 23.,"Out of the 262 people identified, it was confirmed that 40.1% were infected in 23 states.",0.62
hau_train_00022,“A yankin arewa kusan kashi 90% na mutanen yankin basu shiga shafukan yanar gizo.,"""In the northern region, almost 90% of the people in the region do not access websites.","Hakan ya nuna farashin shiga takarar Shugaban Ƙasa a 2023, ya nunƙa na shekarar 2015 kusan da kashi 300%.","This shows that the cost of participating in the presidential race in 2023, compared to 2015, is almost 300%.",0.0
hau_train_00023,"Alkalin kotun Ademola Adesanya ya bada belin Oladeji akan Naira 100,000 sannan da shaidu biyu.","Magistrate Ademola Adesanya granted Oladeji bail in the sum of 100,000 Naira and two witnesses.","Alkalin kotun Anas Isa ya bada belin Sebanjo akan naira 500,000 tare da gabatar da wadanda za su tsaya masa biyu.","Judge Anas Isa granted bail to Sebanjo at 500,000 naira and presented those who will stand for him.",0.5
hau_train_00024,"Kwamishinan Tsaron jihar Kaduna Samuel Aruwan, ya zargi wata kafar yada labarai ta yanar gizo da kirkirar karya da kuma tunzura jama’a a kansa.","The Kaduna State Security Commissioner, Samuel Aruwan, has accused an online media outlet of creating lies and inciting the public against him.",Kwamishinan tsaron jihar Kaduna Samuel Aruwan ya bayyana cewa Talatar wannan mako ce ta karshe da za a ci kasuwar Kawo dake cikin garin Kaduna.,"The Kaduna State Security Commissioner, Samuel Aruwan, has stated that Tuesday this week will be the last day that the Kawo market in Kaduna will be closed.",0.5
hau_train_00025,"Babban kotu dake Gwagwalada, Abuja ta raba auren shekara 15 dake tsakanin Okpanachi Yahaya da Zainab Adejoh saboda laifin cin amana a aure.","The High Court in Gwagwalada, Abuja has dissolved the 15-year marriage between Okpanachi Yahaya and Zainab Adejoh for adultery.",Muhibbat ta roki kotun ta raba auren saboda babu sauran soyayya a tsakanin ma’auratan.,Muhibbat asked the court to dissolve the marriage because there is no more love between the couple.,0.33
hau_train_00026,"KIWON LAFIYA: Me cece cutar Monkey pox, alamun kamuwa da cutar, hanyoyin da za a kiyaye don gujewa kamuwa da cutar","HEALTH: What is monkey pox, symptoms of infection, precautions to avoid infection",Hanyoyin da za a bi don gujewa kamuwa daga cutar,Ways to follow to avoid infection from the disease,0.93
hau_train_00027,"Hukumar Zaɓe ta Ƙasa (INEC) ta bayyana cewa daga cikin mutum 93,469,008 da su ka yi rajista, mutum 87,209,007 ne su ka karɓi katin su.","The National Electoral Commission (INEC) stated that out of the 93,469,008 people who registered, 87,209,007 people received their cards.","Hukumar Zaɓe ta Ƙasa INEC, ta bayyana Ademola Adeleke na PDP cewa ya yi nasara a zaɓen gwamnan Jihar Osun.","The National Electoral Commission, INEC, has declared Ademola Adeleke of the PDP that he has won the governorship election in Osun State.",0.39
hau_train_00028,Bayan haka a jihar Neja ne sifeton ‘yan sanda ɗaya ya rasa ransa a Kauyen Bangi dake karamar hukumar Mariga.,"After that, in Niger state, a police inspector lost his life in Bangi village in Mariga local government.",Bayan haka a ranar 13 ga Janairu 2022 jami’an tsaro sun gano mabuyar ‘yan bindiga a kan dutsen Anaba dake karamar hukumar Magama.,"After that on January 13, 2022, the security forces discovered the hideout of the bandits on Anaba Mountain in Magama Local Government.",0.75
hau_train_00029,Yadda hukumar NDLEA ta kama muggan kwayoyi masu nauyin kilogiram 509 a jihohi 8 a kasar nan,How the NDLEA agency seized drugs weighing 509 kilograms in 8 states in this country,Hukumar NDLEA ta bayyana yadda ta kama muggan kwayoyi masu nauyin kilogiram 500 da masu safarae kwayoyin a jihohi 8 a kasar nan.,The NDLEA has disclosed how it has seized drugs weighing 500 kilograms and drug traffickers in 8 states in the country.,0.81
hau_train_00030,"Kuta ya ce an kada kuri’u 768,402 inda a ciki akwai lalatattu 11,499 da masu kyau 756,903.","Kuta said that 768,402 votes were cast in which there were 11,499 bad votes and 756,903 good ones.","An kada kuri’u 889,950 inda daga ciki an samu kuri’u  873,020 masu kyau, 26,936 lalatattu.","889,950 votes were cast, of which 873,020 were good and 26,936 were damaged.",1.0
hau_train_00031,"Tuni dai Buhari ya dawo Najeriya tun a ranar Juma’a, inda bai zarce Landan jiyya ba, kamar yadda aka tsara lokacin tafiyar sa.","Buhari has already returned to Nigeria since Friday, where he did not go beyond London for treatment, as scheduled for his trip.","A ranar Talata ce Buhari ya bar Najeriya ya lula Kenya, inda zai halarci taron magance ƙalubalen rashin kyawon yanayi a Afrika.","On Tuesday, Buhari left Nigeria for Kenya, where he will participate in a meeting to address the challenges of climate change in Africa.",0.3
hau_train_00032,Ta yi kira ga mutane da su ci gaba da tsaftace muhallansu musamman abinci da ruwan sha domin guje wa kamuwa da cutar.,"She called on people to continue cleaning their homes, especially food and drinking water to avoid contracting the disease.","Bunza ya yi kira ga mutane da su rika tsaftace jikin su, muhalli da abincin su domin gujewa kamuwa da cutar.","Bunza called on people to clean their body, environment and food to avoid contracting the disease.",0.71
hau_train_00033,"Tunda gwamnati ta gaza, a bari ƴan Najeriya su mallaki bindigogi kawai – Ado Doguwa","Since the government has failed, let Nigerians only own guns - Ado Doguwa","” Kawai a kyale mutane su mallaki makamai kawai su kare kansu domin gwamnati ta gaza, jami’an tsaro sun gaza.","""Just allow people to own weapons to protect themselves because the government has failed, the security forces have failed.",1.0
hau_train_00034,Kakakin Yaɗa Labarai Abba Anwar ne ya yi sanarwar ga manema labarai a ranar Alhamis a Kano.,Broadcasting spokesman Abba Anwar made the announcement to journalists on Thursday in Kano.,"Sanarwar da ya fito daga Kakakin Yaɗa Labarai na Ma’aikatar ‘Yan Sanda, ta ƙara da cewa dama akwai batun kashe kuɗaɗen a cikin kasafin 2021.","The announcement from the Publicity Spokesperson of the Ministry of Police, added that there is a possibility of spending money in the 2021 budget.",0.56
hau_train_00035,Tashar makamashin nukiliya ta Ukraniya ita ce mafi girma a duk faɗin Turai baki ɗaya.,Ukraine's nuclear power plant is the largest in all of Europe.,Wannan harƙallar  dai ita ce mafi girma da ake fallasawa daga cikin manyan harƙalloli tun bayan hawan mulkin Buhari a 2015.,This case is the biggest that has been exposed among the major cases since Buhari came to power in 2015.,0.09
hau_train_00036,"Gwamnan Zamfara, Bello Matawalle ya umari ƴan jihar su mallaki bindigogi domin su kare kansu.","The Governor of Zamfara, Bello Matawalle has ordered the citizens of the state to own guns to protect themselves.",Shugaban madu rinjaye na majalisar Tarayya Honarabul Ado Doguwa ya kalubalanci hwamnatin tarayya ta kyale ƴan Najeriya su Mallaki bindigogi fomin kare kansu.,"The Majority Leader of the Federal Assembly, Honorable Ado Doguwa, has challenged the federal government to allow Nigerians to own firearms for self-defense.",0.75
hau_train_00037,"A kasashin dai Gwamnatin Tarayya za ta ciwo bashin naira tiriliyan 8.27, kuma za ta biya bashin naira tiriliyan 6.31.","In the country, the Federal Government will incur a debt of 8.27 trillion naira, and will pay the debt of 6.31 trillion naira.",Hakan ya haifar da Gwamnatin Buhari za ta sauka ta bar bashin naira tiriliyan 23.7  da karɓa ba bisa ƙa’ida ba a CBN.,"As a result, the Buhari government will step down and leave the debt of 23.7 trillion naira illegally received from the CBN.",0.5
hau_train_00038,Malam Uba Sani ne zai kara da Isah Ashiru na PDP a zaɓen da kuma sauran ƴan takara da ke wasu jam’iyyun.,Malam Uba Sani will face Isah Ashiru of PDP in the election and other candidates from other parties.,"Wike da wasu gwamnonin PDP huɗu dai su na so Shugaban PDP Iyorchia Ayu ya sauka, a zaɓi ɗan kudu ya riƙe shugabancin jam’iyyar.",Wike and four other PDP governors wanted PDP Chairman Iyorchia Ayu to step down and a southerner should be elected to hold the leadership of the party.,0.33
hau_train_00039,"Ya ce idan ya tafi, guduwa zai yi, tunda akwai sauran watanni goma na wa’adin sa da bai kammala ba.","He said that if he leaves, he will run away, since there are still ten months of his term that he has not completed.",Ƙoƙarin Ugwuanyi na tafiya Majalisar Dattawa bayan kammala wa’adin mulkin shekara takwas bai yi nasara ba.,Ugwuanyi's attempt to go to the Senate after completing his eight-year term was unsuccessful.,0.43
hau_train_00040,"Ƴan bindiga sun kashe dagacin garin Maisamari  Sufiyanu dake karamar hukumar Sardauna, Jihar Taraba.","Gunmen killed Maisamari Sufiyanu town in Sardauna Local Government Area, Taraba State.",‘Yan bindiga sun kashe mutane  uku da ‘yan sanda 10 a garin Ngaski da Gafara dake karamar hukumar Ngaski a jihar Kebbi.,Bandits have killed three people and 10 policemen in Ngaski and Gafara town in Ngaski local government in Kebbi state.,0.46
hau_train_00041,"Ya ce duk wani laifi da ɗan Najeriya zai aikata, to za a ga ya danne haƙƙin wani ɗan ƙasa ne.","He said that any crime committed by a Nigerian, it will be seen as a violation of the rights of another citizen.",Usman ya ce lokaci ya yi da ƴan Najeriya za su rika haɗa mutane irin haka da hukuma domin a kawo karshen abin.,Usman said it is time for Nigerians to connect people like this with the authorities to put an end to it.,0.57
hau_train_00042,Babafemi ya ce mutanen su biyu sun yi bahayan hodar ibilis din bayan sun yi kwanaki uku tsare a hannun hukumar.,Babafemi said that the two men made the drug after spending three days in custody in the hands of the agency.,“Bayan kwanaki biyu da Uwadiegwu ya yi wa matarsa duka ne aka kwantar da Ogochukwu a asibiti inda daga nan ta ce ga garin kunan.,"""Two days after Uwadiegwu beat his wife, Ogochukwu was admitted to the hospital where she then said to the town that she was dead.",0.1
hau_train_00043,"Kotun ta bada belin Jagun akan naira 100,000 da gabatar da shaida daya a kotun.","The court granted Jagun bail for 100,000 naira and presented one witness in the court.",Alkalin kotun Damilola Sekoni ya bada belin Okunola akan Naira miliyan daya tare da gabatar da shaidu biyu dake aiki.,Magistrate Damilola Sekoni granted Okunola bail at one million naira with the presentation of two active witnesses.,0.5
hau_train_00044,Kwamitin wanda  Kwamishinan tsaron jihar Mamman Tsafe ya shugabanta ya ce an gayyaci sarakunan domin su kare kansu a wajen zaman kwamitin.,The committee chaired by Mamman Tsafe State Security Commissioner said the chiefs were invited to defend themselves at the committee meeting.,Kwamishinan rundunar ‘yan sandan jihar  Ayuba ElkanaElkana ya ce rundunar ba za ta ja da baya ba wajen yaki da duk ‘yan bindiga a jihar.,The state police commissioner Ayuba Elkana Elkana said the force will not back down in the fight against all bandits in the state.,0.3
hau_train_00045,"Haka nan a tuhuma ta 35 zuwa ta 39, an yanke masa wasu shekarun biyu ko tarar naira 500,000.","Similarly, in charges 35 to 39, he was sentenced to two years or a fine of 500,000 naira.",An sace shi sati biyu kafin a yanke kafofin sadarwa ta waya a wasu bangare na Jihar Kaduna.,He was abducted two weeks before telephone communication was cut off in some parts of Kaduna State.,0.2
hau_train_00046,Hakan na kunshe ne a wata sako da ya aika wa Vanguard ranar Asabar.,This was contained in a message he sent to Vanguard on Saturday.,"Hakan na kunshe ne a jawabin da kwamishina Sani yayi a wajen wani taron daliban jihar Kaduna dake jami’ar jihar Kaduna, KADSU ranar Alhamis.","This was contained in the speech made by Commissioner Sani at a meeting of Kaduna State students at the Kaduna State University, KADSU on Thursday.",0.25
hau_train_00047,A kotun Enema ya musanta laifin da ake zarginsa da su.,"In court, Enema denied the crime he was accused of.",Alkalin kotun Umar Mayana ya yanke hukuncin daure Waziri a kurkuku duk da cewa ya musanta aikata laifufukan da ake zarginsa da su.,Judge Umar Mayana sentenced Waziri to prison even though he denied committing the crimes he was accused of.,0.5
hau_train_00048,"A Katsina, Kakakin Yaɗa Labaran Hukumar Gidajen Kurkuku, Najib Idris, ya ce an tsaurara tsaro ne saboda hana kai harin.","In Katsina, the Spokesperson of the Prisons Authority, Najib Idris, said security was tightened to prevent the attack.","Amma dai ya ce an ƙarfafa matakan tsaro a gidajen kurkuku, tun bayan farmakin da ‘yan ta’adda su ka kai a Kurkukun Kuje.","But he said security measures have been strengthened in prisons, since the attack by terrorists in Kuje Prison.",0.62
hau_train_00049,"Lauyan dake kare Falilat, Akintan Olukayode ya ce Falilat da ƴan adashen  na kokarin sasanta kansu a wajen kotu.","Falilat's lawyer, Akintan Olukayode, said that Falilat and the adashene are trying to settle themselves outside the court.",Kwamitin wanda  Kwamishinan tsaron jihar Mamman Tsafe ya shugabanta ya ce an gayyaci sarakunan domin su kare kansu a wajen zaman kwamitin.,The committee chaired by Mamman Tsafe State Security Commissioner said the chiefs were invited to defend themselves at the committee meeting.,0.17
hau_train_00050,Mahangar Zamani sabon shiri ne daga BBC Hausa wanda za a rika sakawa a shafin Youtube duk mako daga ranar Asabar 2 ga watan Agusta.,"Mahangar Zamani is a new program from BBC Hausa that will be posted on YouTube every week from Saturday, August 2.",Madina Maishanu ce za ta rika gabatar da shirin talbijin din a shafin YouTube a yanar gizo duk mako.,Madina Maishanu will present the TV show on the YouTube page every week.,0.58
hau_train_00051,"A labarin, Shugaban Hukumar Zaɓe ta Ƙasa ya tabbatar wa Thabo Mbeki za a gudanar da sahihin zaɓen shugaban ƙasa.","In the news, the Chairman of the National Electoral Commission assured Thabo Mbeki that a valid presidential election will be held.","Hukumar Zaɓe ta Ƙasa (INEC), ta tabbatar wa ‘yan Nijeriya da duniya cewa za ta gudanar da sahihin zaɓe kuma wanda zai kasance karɓaɓɓe.",The National Electoral Commission (INEC) has assured Nigerians and the world that it will conduct a fair and credible election.,0.83
hau_train_00052,"Ya ce Hushpuppi dai ya ga hotunan shi Kyari ɗin a shafin sa na Facebook, ya na sanye da kayan gargajiya har ya yi sha’awa.","He said that Hushpuppi had seen photos of Kyari on his Facebook page, he was wearing traditional clothes and he was interested.",“To daga nan sai ya ga wasu hotuna da na ke sanye da kayan gargajiya a shafi na na soshiyal midiya.,"""Then he saw some pictures of me wearing traditional clothes on my social media page.",0.54
hau_train_00053,"Sannan kuma a jihar Oyo hukumar ta kama wani  dillalin kwayoyi mai suna Mustapha Ijabula mai shekara 22 da kwayoyin tramadol 1,900.","And in Oyo state, the agency arrested a drug dealer named Mustapha Ijabula, 22 years old, with 1,900 pills of tramadol.",Hukumar ta kama Ijabula a Yola jihar Adamawa yayin da hukumar ke caje mutane da motoci a kan hanyar Legas zuwa Ibadan.,"The agency arrested Ijabula in Yola, Adamawa state while the agency was charging people and vehicles on the road from Lagos to Ibadan.",0.33
hau_train_00054,"Dama a ranar 29 Ga Nuwamba ne gwamnatin tarayya ta amince za ta ayyana su da suna ‘yan ta’adda, bayan kotu ta bayar da umarni.","Right on November 29, the federal government agreed to declare them as terrorists, after the court gave instructions.","A kan haka bayan kotu ta bada umarnin tsare shi, ta ce za a ci gaba da shari’ar a ranar 13 Ga Oktoba.","Accordingly, after the court ordered his detention, it said that the case will continue on October 13.",0.12
hau_train_00055,"PDP ta yi rugurugu da APC a kujerun ƴan majalisar  Wakilai, Bilbis ya Kada Marafa a kujerar sanata","PDP clashed with APC in the seats of the House of Representatives, Bilbis Kada Marafa in the senatorial seat","Mambobin sun yi ganawa ce ranar Alhamis a Majalisa, ƙarƙashin jagorancin Sanata Phillip Aduda, ɗan PDP da ke wakiltar Gundumar FCT Abuja a Majalisar Dattawa.","The members had a meeting on Thursday at the House of Assembly, under the leadership of Senator Phillip Aduda, a member of the PDP representing FCT Abuja District in the Senate.",0.32
hau_train_00056,Jami’an Kwastam sun kama manyan motoci 73 dankare da buhunan shinkafa da ganyen wiwi a jihar Ogun,"Customs officials seized 73 trucks loaded with potatoes, bags of rice and weed leaves in Ogun state","Hukumar kwastam reshen jihar Ogun ta kama manyan motoci 73 da suka shigo kasarnan dankare da buhunan shinkafa 44,933 jihar.","The Ogun state branch of customs has seized 73 trucks that brought 44,933 bags of potatoes and rice into the state.",0.83
hau_train_00057,"Buhari ya ce an samu gagarumin ci gaba a Ma’aikatar Bunƙasa Tattalin Arzikin Fasahar Sadarwar Zamani, wato Digital Economy.",Buhari said that there has been significant progress in the Ministry of Economic Development of the Digital Economy.,Buhari ya ce kuma an yi titinan ne a yankunan da ke da muhimmanci wajen inganta tattalin arzikin faɗin ƙasar nan.,Buhari said that the roads were built in areas that are important in improving the economy of the country.,0.67
hau_train_00058,Wata ma’aikaciyar babbar asibitin Talata Mafara mai suna Maryam ta ce an kawo mutum biyar daga kauyen Ruwan Bore da suka ji mumunar rauni asibitin.,An employee of Talata Mafara General Hospital named Maryam said that five people from Ruwan Bore village who were seriously injured were brought to the hospital.,Kwamishina Yekini ya ce tuni an garzaya da waɗanda suka ji rauni asibitin sojoji na 44 domin a basu magani.,Commissioner Yekini said that the injured have already been rushed to the 44th military hospital for treatment.,0.62
hau_train_00059,Alkalin kotun Koledoye Adeniyi bayan ya saurari ma’auratan ya dage shari’ar zuwa ranar 31 ga Maris.,Judge Koledoye Adeniyi after hearing the couple adjourned the case to March 31.,Alkalin kotun Adeniyi Koledoye ya raba auren ne bayan Mojidi ya yi watsi da kokarin daidaita su da kotu da mutane suka yi kokarin yi.,Judge Adeniyi Koledoye dissolved the marriage after Mojidi abandoned efforts to reconcile them with the court that people tried to do.,0.58
hau_train_00060,Ƴan bindiga sun yi garkuwa da dalibai mata a jihar Zamfara,Gunmen have kidnapped female students in Zamfara state,"AN GUDU NA A TSIRA BA: Ƴan bindiga sun yi garkuwa da mutane 11 a Shimfiɗa, jihar Katsina","11 people have been kidnapped by bandits in Shimfida, Katsina state",0.59
hau_train_00061,Ya ce rundunar ta fara yin da bincike domin ceto mutanen da aka yi garkuwa da su.,He said that the army has started to search for the rescue of the kidnapped people.,Adam ya ce rundunar ta fara gudanar da bincike domin kamo sauran mutanen da suka tada rikicin.,Adam said that the force has started an investigation to arrest the other people who started the conflict.,0.43
hau_train_00062,Ganduje ya ce zai kira manajojin bankunan da ke Jihar Kano domin a samu mafita daga matsalar ƙarancin kuɗaɗe da al’ummar jihar sa ke ciki.,Ganduje said that he will call the bank managers in Kano State to find a solution to the problem of lack of funds that the people of his state are going through.,"Arabi ya samu rakiyar Gwamna Abdullahi Ganduje na Jihar Kano da babban malamin addinin Musulunci a Ɗariƙar Tijjaniya a Najeriya, Sheikh Ɗahiru Bauchi.","Arabi was accompanied by Governor Abdullahi Ganduje of Kano State and the chief Islamic teacher of the Tijjaniya School in Nigeria, Sheikh Dahiru Bauchi.",0.25
hau_train_00063,Shugaban hukumar Ibrahim Muhammad ya sanar da haka  a garin Fatakwal a farkon wannan mako.,"The head of the agency, Ibrahim Muhammad, announced this in Fatakwal town at the beginning of this week.",Shugaban hukumar Wada Chedi ya sanar da haka a wata takarda da ta fito daga ofishinsa a farkon wannan mako.,The head of the Wada Chedi board announced this in a document issued from his office earlier this week.,0.42
