PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
TEL-train-00011,"""మహబూబ్ నగర్ జిల్లా అచ్చంపేటలో కాంగ్రెస్ పార్టీ ఏర్పాటు చేసిన సభలో అపశ్రుతి చోటు చేసుకుంది .""","""There was disharmony in the assembly organized by the Congress party in Atchampet of Mahbubnagar district.""","""మహబూబ్ నగర్ జిల్లా అచ్చంపేటలో కాంగ్రెస్ పార్టీ నిర్మించిన ఇంటి వద్ద కలకలం రేగింది.""","""Commotion broke out at a house built by the Congress party in Acchampeta, Mahbubnagar district.""",0.83
TEL-train-00012,"""తిరుమలలో వజ్రాలు మాయం అయ్యాయని ఆరోపించారని , అలాంటివి లేక పోయినా బురద చల్లే ప్రయత్నం చేశారని సీఎం చంద్రబాబు నాయుడు అన్నారు .""","""CM Chandrababu Naidu said that it was alleged that diamonds have disappeared in Tirumala and they have tried to spread mud even if there is no such thing.""","""తిరుమలలో వజ్రాలు మాయం అయ్యాయని ఎన్నో ఆరోపపించారని ,అలాంటివి లేక పోయినా ఉన్నట్లు బురద చల్లే ప్రయత్నం చేశారని సీఎం చంద్రబాబు నాయుడు అన్నాడు.""",CM Chandrababu Naidu said that there were many accusations that diamonds had disappeared in Tirumala and they tried to spread mud as if such things did not exist.,0.82
TEL-train-00013,"""ఫిఫా అండర్ - 17 ప్రపంచ కప్ సెమీఫైనల్ మ్యాచ్ టిక్కెట్ల కోసం కోల్కతాలో అభిమానులు బారులు తీరారు .""","""Fans line up in Kolkata for tickets to FIFA Under-17 World Cup semi-final match.""","""కోల్కతాలోని ఫుట్బాల్ అభిమానులు ఫిఫా అండర్ - 17 ప్రపంచ కప్ సెమీఫైనల్ మ్యాచ్ టిక్కెట్ల కోసం ఎగబడ్డారు.""","""Football fans in Kolkata jump for tickets to FIFA Under-17 World Cup semifinal match.""",0.82
TEL-train-00014,"""ఝాన్సీ లక్ష్మీబాయి జీవితకథ ఆధారంగా తెరకెక్కనున్న చిత్రం ‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ .""","""Manikarnika – The Queen of Jhansi is a film based on the life story of Lakshmibai of Jhansi.""","""‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ ' అనే సినిమా ఝాన్సీ లక్ష్మీబాయి జీవితకథ పై తెరకెక్కనుంది.""","""The movie 'Manikarnika – The Queen of Jhansi' will be made on the life story of Lakshmibai of Jhansi.""",0.81
TEL-train-00015,"""ప్రధాన సమాచార కమిషనర్గా ఆర్కే మాథుర్ సోమవారం బాధ్యతలు చేపట్టారు .""","""RK Mathur took charge as Chief Information Commissioner on Monday.""","""""ప్రధాన సమాచార కమిషనర్గా"", సోమవారం బాధ్యతలు చేపట్టిన ఆర్కే మాథుర్ గారు.""",RK Mathur assumed charge as Chief Information Commissioner on Monday.,0.81
TEL-train-00016,"""ఓ వ్యాపారిని బెదిరించి దుండగులు భారీ మొత్తంలో సొత్తును స్వాధీనం చేశారు . ఈ ఘటన మహబూబ్నగర్జిల్లా జడ్చర్ల వద్ద జరిగింది .""","""The thugs seized a huge amount of property after threatening a businessman. This incident took place at Jadcharla of Mahbubnagar district.""","""దుండగులు ఓ వ్యాపారిని భయపెట్టి భారీగా దోచుకున్నారు.ఈ సంగటన మహబూబ్నగర్జిల్లా జడ్చర్ల లో చోటు చేసుకుంది.""","""Thugs scared a businessman and robbed him heavily. This incident took place in Jadchara of Mahbubnagar district.""",0.81
TEL-train-00017,"""దర్శకుడు రాధా కృష్ణ తో ప్రస్తుతం ప్రభాస్ పీరియాడిక్ లవ్ డ్రామా చేస్తున్న సంగతి తెలిసిందే .""","""It is known that Prabhas is currently doing a period love drama with director Radha Krishna.""","""నటుడు ప్రభాస్ ప్రస్తుతం దర్శకుడు రాధాకృష్ణతో పీరియాడికల్ డ్రామాను తెరకెక్కిస్తున్నట్లు సమాచారం.""","""Actor Prabhas is currently reportedly working on a period drama with director Radhakrishna.""",0.81
TEL-train-00018,"""2022 నాటికి పాకిస్తాన్ దేశం చైనా సహయంతో అంతరిక్షం లోకి వ్యోమగామిని పంపించనుందని సమాచార మంత్రి ఫవద్ ఛౌధురీ తెలిపారు .""","""By 2022, Pakistan will send an astronaut into space with the help of China,"" Information Minister Fawad Chaudhuri said.","""2022 నాటికి పాకిస్తాన్ చైనా దేశం సహయంతో అంతరిక్షంలోకి వ్యోమగామిని పంపనున్నారు అని సమాచార మంత్రి ఫవద్ ఛౌధురీ తెలిపారు .""","""By 2022, Pakistan will send an astronaut into space with the help of China,"" said Information Minister Fawad Chaudhuri.",0.81
TEL-train-00019,"""పాఠశాల యాజమాన్యం నిర్లక్ష్యం కారణంగా ఇద్దరు విద్యార్ధులు దుర్మరణం చెందారు .""","""Two students died due to negligence of school management.""","""పాఠశాల యజమానులు విద్యార్ధులను సరిగ్గా పట్టించుకోని కారణంగా ఇద్దరు విద్యార్ధులు మరణించడం జరిగింది.""","""Two students died because the school owners did not take proper care of the students.""",0.81
TEL-train-00020,"""ఇస్రో ఛైర్మన్ శివన్ శ్రీవారిని దర్శించుకున్నారు .""","""ISRO Chairman Sivan visited Shrivar.""","""శ్రీవారిని ఇస్రో ఛైర్మన్ శివన్ దర్శించుకున్నారు .""","""Isro Chairman Shivan visited Srivara.""",0.81
TEL-train-00021,"""ఆంధ్రప్రదేశ్ ప్రజల చిరకాల ఆకాంక్ష పోలవరం ప్రాజెక్టు అని సీఎం చంద్రబాబు అన్నారు .""",CM Chandrababu said that Polavaram project is the long-standing desire of the people of Andhra Pradesh.,"""పోలవరం ప్రాజెక్ట్ ఆంధ్రప్రదేశ్ ప్రజల చిరకాల వాంఛ అని ఆ రాష్ట్ర ముఖ్యమంత్రి చంద్రబాబు గారు అన్నారు .""","""The Polavaram project is the long-standing desire of the people of Andhra Pradesh,"" said Chandrababu Garu, the Chief Minister of that state.",0.81
TEL-train-00022,"""ఆర్టికల్ 370 రద్దు చేసినప్పటి నుంచి పాకిస్థాన్ భారత్పై మండిపడుతూనే ఉంది .""","""Pakistan continues to rage against India since the abrogation of Article 370.""","""భారత్ ఆర్టికల్ 370 రద్దు చేసిన కారణంగా చేసిన రోజు నుండి పాకిస్థాన్ భారత్ మీద చాల కోపంతో వ్యవహరిస్తుంది.""","""Pakistan has been very angry with India since the day it was done because of India's abrogation of Article 370.""",0.81
TEL-train-00023,"""బీజేపీ సహకారంతో జగన్ కుట్రలు చేస్తున్నారని మంత్రి దేవినేని ఉమ అన్నారు .""","""Minister Devineni Uma said that Jagan is plotting with the help of BJP.""","""మంత్రి దేవినేని ఉమ గారు బీజేపీ తోడుతో జగన్ గారు అన్యాయాలు చేస్తునారని చెప్పారు.""","""Minister Devineni Uma said that Jagan is doing injustice with BJP.""",0.79
TEL-train-00024,"""మిజోరం నూతన ముఖ్యమంత్రిగా మిజో నేషనల్ ఫ్రంట్ అధ్యక్షుడు జొరంతంగా శనివారం ప్రమాణ స్వీకారం చేశారు .""","""The Mizo National Front President took oath as the new Chief Minister of Mizoram on Saturday.""","""""మిజో నేషనల్ ఫ్రంట్ అధ్యక్షుడు జొరంతంగా"" శనివారం రోజు మిజోరం నూతన ముఖ్యమంత్రిగా ప్రమాణ స్వీకారం చేశారు .""","""Mizo National Front President Zorantanga"" was sworn in as the new Chief Minister of Mizoram on Saturday.",0.79
TEL-train-00025,"""హిట్ మ్యాన్ గా పేరొందిన రోహిత్ వన్డే క్రికెట్ లో పలు రికార్డులను తన ఖాతాలో వేసుకున్న విషయం విదితమే.""","""It is a matter of fact that Rohit, who is known as the hit man, holds many records in ODI cricket.""","""మూడుసార్లు డబుల్ సెంచరీలు సాధించిన ఏకైక బ్యాట్స్ మెన్ గా కొనసాగుతున్నాడు రోహిత్.""","""Rohit remains the only batsman to score three double centuries.""",0.79
TEL-train-00026,"""గత ఆదివారం కొలంబో నగరంలో పేలుళ్లకు పాల్పడిన ఉగ్రవాదులకు మాదకద్రవ్య వ్యాపారులకు సంబంధం వుందని శ్రీలంక అధ్యక్షుడు మైత్రీపాల సిరిసేన వెల్లడించారు .""",Sri Lankan President Maithripala Sirisena has revealed that the terrorists who carried out the blasts in Colombo last Sunday were linked to drug dealers.,"""కొలంబోలో గత ఆదివారం జరిగిన దాడుల్లో పాల్గొన్న ఉగ్రవాదులకు డ్రగ్స్ ట్రాఫికర్లతో సంబంధం ఉందని శ్రీలంక అధ్యక్షుడు మైత్రిపాల సిరిసేన తెలిపారు.""","""Sri Lankan President Maithripala Sirisena said the terrorists involved in last Sunday's attacks in Colombo were linked to drug traffickers.""",0.79
TEL-train-00027,"""ఏపిలో ఆరోగ్య సేతు యాప్ ఉన్నవారిని మాత్రమే సచివాలయంలోకి అనుమతించాలని ప్రభుత్వ ప్రధాన కార్యదర్శి నీలం సహానీ ఆదేశాలు జారీ చేశారు .""","""In AP, Chief Secretary Neelam Sahani has issued orders to allow only those who have Arogya Setu app to enter the secretariat.""","""ఏపి ప్రభుత్వ ప్రధాన కార్యదర్శి నీలం సహానీ సచివాలయంలోకి ప్రవేశించే ప్రతి ఒక్కరికి ఫోన్లో ఆరోగ్య సేతు యాప్ ఉండాలని ఆదేశించాడు.""","""AP Government Chief Secretary Neelam Sahani has directed everyone entering the secretariat to have Arogya Setu app on their phones.""",0.79
TEL-train-00028,"""హైదరాబాద్ , మక్కామసీదులో 2007 మే 18వ తేదీన జరిగిన పేలుళ్ల కేసులో నాంపల్లిలోని ఎన్ఐఏ కోర్టు మరికాసేపట్లో తీర్పు చెప్పనున్నది .""","""The NIA court in Nampally will give its judgment in the case of the 18th May 2007 blasts in Makkamasjid, Hyderabad.""","""మే 18, 2007న హైదరాబాద్లోని మెక్కమస్జిద్లో పేలుడు సంభవించినప్పుడు నాంపల్లి కోర్టు త్వరలో తీర్పునిస్తుంది.""","""May 18, 2007 blast at Mecca Masjid, Hyderabad Nampally Court to judge soon.""",0.78
TEL-train-00029,"""అప్పుల ఊబిలో రాష్ట్రం : మాజీ మంత్రి దేవినేని ఉమా""","""Debt-ridden state: Ex-minister Devineni Uma""","""మైలవరం : రాష్ట్రాన్ని ఆప్పుల ఊబిలో నెట్టిన ఘనత సీఎం జగన్మోహన్రెడ్డికే దక్కుతుందని మాజీ మంత్రి దేవినేని ఉమామహేశ్వరరావు అన్నారు.""","""Mylavaram: Former minister Devineni Umamaheswara Rao said that CM Jagan Mohan Reddy has the credit for pushing the state into debt.""",0.78
TEL-train-00030,"""రూ . 6 కోట్ల విలువ చేసే బంగారం చోరీకి గురైన ఘటన కేరళ రాష్ట్రంలో జరిగింది .""","""Incident of theft of gold worth Rs 6 crores took place in Kerala state.""","""కేరళ రాష్ట్రంలో రూ . 6 కోట్ల విలువ చేసే బంగారం చోరీ అయినట్లు తెలుస్తుంది.""","""It is reported that gold worth Rs. 6 crore has been stolen in the state of Kerala.""",0.78
TEL-train-00031,"""తెలంగాణాలో తొలిసారిగా కాంటాక్ట్ కరోనా కేసు బయటపడింది .""","""First contact corona case reported in Telangana.""","""తొలిసారిగా తెలంగాణాలో కాంటాక్ట్ కరోన కాసు బయటపడింది .""","""For the first time in Telangana contact corona case has come out.""",0.78
TEL-train-00032,"""ఉత్తరప్రదేశ్లోని దమోరా , దుగ్గన్ స్టేషన్ల మధ్య రైలు పట్టాలు తప్పింది . ఈ ఘటనలో ఆ రైలులోని ఆరు బోగీలు పక్కకు ఒరిగాయి .""","""A train derailed between Damora and Duggan stations in Uttar Pradesh. In this incident, six bogies of the train overturned.""","""ఉత్తరప్రదేశ్లోని దమురా, డోగన్ స్టేషన్ల మధ్య రైలు పట్టాలు తప్పింది. ఈ ప్రమాదంలో రైలులోని ఆరు కోచ్లు బోల్తా పడ్డాయి.""","""The train derailed between Damura and Dogan stations in Uttar Pradesh. Six coaches of the train overturned in this accident.""",0.78
TEL-train-00033,"""ఈ రోజు తిరుమల శ్రీవారిని మంత్రి ఇంద్రకరణ్రెడ్డి దర్శించుకున్నారు .""","""Today Minister Indrakaran Reddy visited Tirumala Srivara.""","""ఈ రోజు మంత్రి ఇంద్రకరణ్రెడ్డి గారు తిరుమల దేవస్థానాని దర్శించుకున్నారు.""","""Today Minister Indrakaran Reddy visited Tirumala Devasthanam.""",0.78
TEL-train-00034,"""కేటలోనియా నేతలు తమ వేర్పాటు బెదిరింపులను ఉపసంహరించుకోకపోతే ఇప్పటి వరకూ కొనసాగిస్తున్న స్వయం ప్రతిపత్తిని రద్దు చేసేందుకు వెనుకాడబోమని స్పెయిన్ ప్రధాని మరియానా రజోరు హెచ్చరించారు .""","""Spain's Prime Minister Mariana Razor has warned that Catalonia's leaders will not hesitate to revoke their continued autonomy if they do not withdraw their secessionist threats.""","""స్పెయిన్ ప్రధాని మారియానా కేటలోనియా నేతలు తమ బెదిరింపులను రద్దు చేయకపోతే ఇప్పటి వరకూ కొనసాగిస్తున్న స్వయం ప్రతిపత్తిని వెనక్కి తీస్కునేందుకు సిద్ధంగా ఉన్నామని హెచ్చరించారు.""","""Spain's Prime Minister Mariana has warned Catalonia's leaders that they are ready to roll back the autonomy they have been maintaining until now if they do not withdraw their threats.""",0.78
TEL-train-00035,"""అనంతపురంలో ప్రకృతి అనుకూలంగా లేక పోవడం దురదృష్టం: పవన్ కల్యాణ్""","""Unfortunate that nature is not favorable in Ananthapuram: Pawan Kalyan""","""అనంతపురం జిల్లాలో ప్రకృతి అనుకూలంగా లేక పోవడం దురదృష్టమని జనసేన పార్టీ అధినేత పవన్ కల్యాణ్ అన్నారు.""","""It is unfortunate that nature is not favorable in Ananthapuram district,"" Janasena Party chief Pawan Kalyan said.",0.78
TEL-train-00036,"""హైదరాబాద్ డ్రైనేజీ సమస్యపై విపక్షాల విమర్శలకు మంత్రి కేటీఆర్ కౌంటర్ ఇచ్చారు .""","""Minister KTR countered opposition criticism on Hyderabad drainage issue.""","""హైదరాబాద్లో పారిశుద్ధ్య సమస్యపై విపక్షాల విమర్శలపై మంత్రి కేటీఆర్ స్పందించారు.""","""Minister KTR responds to opposition criticism on sanitation issue in Hyderabad.""",0.78
TEL-train-00037,"""జనసేన అధినేత పవన్ కళ్యాణ్ శనివారం ప్రకాశం జిల్లాలో పర్యటించారు .""","""Jana Sena chief Pawan Kalyan toured Prakasam district on Saturday.""","""జనసేన అధినేత అయిన పవన్ కళ్యాణ్ ప్రకాశం జిల్లలో శనివారం పర్యటించారు.""","""Jana Sena chief Pawan Kalyan toured Prakasam districts on Saturday.""",0.78
TEL-train-00038,"""ఝాన్సీ లక్ష్మీబాయి జీవితకథ ఆధారంగా తెరకెక్కనున్న చిత్రం ‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ .""","""Manikarnika – The Queen of Jhansi is a film based on the life story of Lakshmibai of Jhansi.""","""ఝాన్సీ లక్ష్మీబాయి గారి జీవితకథ ఆధారంగా తీసిన ‘మణికర్ణిక – ది క్వీన్ ఆఫ్ ఝాన్సీ ' అనే చిత్రం త్వరలో తెరపైకి రానుంది.""","""Manikarnika – The Queen of Jhansi, based on the life story of Lakshmibai of Jhansi, is soon to hit the screens.""",0.78
TEL-train-00039,"""ఆంధ్రప్రదేశ్ నూతన ముఖ్యమంత్రి వైఎస్ .""","""New Chief Minister of Andhra Pradesh YS .""","""వైఎస్ ఆంధ్రప్రదేశ్ రాష్ట్ర కొత్త ముఖ్యమంత్రి.""","""YS New Chief Minister of Andhra Pradesh State.""",0.78
TEL-train-00040,"""కోల్కతాలోని ఐపీఎల్ 2020 సీజన్లో భాగంగా ఇక్కడ జరుగుతున్న వేలంలో ఆస్ట్రేలియా పేసర్ ప్యాట్స్ కమిన్స్ జాక్పాట్ కొట్టేశాడు .""","""Australian pacer Pats Cummins hit the jackpot at the auction held here as part of the IPL 2020 season in Kolkata.""","""కోల్కతాలో ఐపీఎల్ 2020 భాగంగా జరుగుతున్న వేలంలో ఆస్ట్రేలియా పేసర్ ప్యాట్స్ కమిన్స్ జాక్పాట్ కొట్టాడు .""","""Australian pacer Pats Cummins hits the jackpot in IPL 2020 auction in Kolkata.""",0.78
TEL-train-00041,"""ఉక్రెయిన్ ప్రధాని ఓలెక్సి గోంచారుక్ రాజీనామాను అధ్యక్షుడు వ్లదిమిర్ జెలెన్స్కీ శనివారం తిరస్కరించారు .""","""Ukraine Prime Minister Oleksiy Goncharuk's resignation was rejected by President Vladimir Zelensky on Saturday.""","""అధ్యక్షుడు వ్లదిమిర్ జెలెన్స్కీ శనివారం రోజున ఉక్రెయిన్ ప్రధాని ఓలెక్సి గోంచారుక్ రాజీనామాను ఎదుర్కొన్నారు,అంగీకరించలేదు,""","""President Volodymyr Zelensky was confronted with the resignation of Ukrainian Prime Minister Oleksiy Goncharuk on Saturday and did not accept it,""",0.78
TEL-train-00042,"""భీమ్లా నాయక్' సెకండ్ సింగిల్ ప్రోమో""","""Bhimla Naik' Second Single Promo""","""పవన్ కళ్యాణ్, రానా దగ్గుబాటి నటిస్తున్న యాక్షన్ మల్టీస్టారర్ చిత్రం 'భీమ్లా నాయక్'.""","""Pawan Kalyan, Rana Daggubati Starring Action Multistarrer 'Bhimla Nayak'.""",0.78
TEL-train-00043,"""ఆఫ్ఘనిస్తాన్ రాజధాని కాబూల్ నగర విమానాశ్రయంపై సోమవారం ఆత్మాహుతి దళ సభ్యుడొకరు కారుబాంబుతో దాడి చేశారు .""","""A member of the suicide squad attacked the airport of Kabul, the capital of Afghanistan, with a car bomb on Monday.""","""సోమవారం ఆఫ్ఘానిస్తాన్ రాజధాని కాబుల్ నగర విమానాశ్రయంపై ఆత్మాహుతి దళ సభ్యుడొకరు కారుబాంబుతో దాడి చేశారు .""","""On Monday, a member of the suicide squad attacked the airport in Kabul, the capital of Afghanistan, with a car bomb.""",0.77
TEL-train-00044,"""ఏపిలో కరోనా విజృంభణ కొనసాగుతుంది . తాజాగా ఏపి ఉప ముఖ్యమంత్రి అంజాద్ బాషా కరోనా బారినపడ్డారు .""","""Corona outbreak continues in AP. Recently AP Deputy Chief Minister Anjad Basha has contracted Corona.""","""రోజురోజుకు పెరుగుతున్న కరోనాకి ఆంధ్రప్రదేశ్ ఉప ముఖ్యమంత్రి అంజాద్ బాషా కూడా కరోనా సోకింది.""","""Deputy Chief Minister of Andhra Pradesh Anjad Basha is also infected with Corona virus which is increasing day by day.""",0.76
TEL-train-00045,"""పవన్ కల్యాణ్ , కీర్తి సురేష్ , అను ఇమ్మానుయేల్ జంటగా త్రివిక్రమ్ దర్శకత్వం లో నిన్న ప్రేక్షకుల ముందుకు వచ్చిన చిత్రం అజ్ఞాతవాసి .""","""Pawan Kalyan, Keerthy Suresh and Anu Immanuel's movie directed by Trivikram yesterday was released before the audience.""","""త్రివిక్రమ్ దర్శకత్వం పవన్ కల్యాణ్ , కీర్తి సురేష్ , అను ఇమ్మానుయేల్ జంటతో వచ్చిన అజ్ఞాతవాసి అనే చిత్రం నిన్న ప్రేక్షకుల ముందుకు వచ్చింది.""","""Trivikram directed Pawan Kalyan, Keerthy Suresh and Anu Emmanuel's Agnathaavasi movie hit the screens yesterday.""",0.76
TEL-train-00046,"""సింగపూర్లోని తెలంగాణ కల్చరల్ సొసైటీ సింగపూర్ ( టీసీఎస్ఎస్ ) ఆధ్వర్యంలో బోనాల పండుగ ఘనంగా జరిగింది .""","""Bonala festival was held under the auspices of Telangana Cultural Society Singapore (TCSS) in Singapore.""","""సింగపూర్లోని తెలంగాణ కల్చరల్ అసోసియేషన్ (టీసీఎస్ఎస్) ఆధ్వర్యంలో బోనాల ఉత్సవాలను నిర్వహించారు.""","""Bonala Utsavs were organized under the auspices of Telangana Cultural Association (TCSS), Singapore.""",0.76
TEL-train-00047,"""సింగరేణి ఓపెన్ కాస్ట్ గనిలో జరిగిన పేలుడు ప్రమాదంపై విచారణ జరిపించాలని బీజేపీ రాష్ట్ర అధ్యక్షుడు బండి సంజరు డిమాండ్ చేశారు .""","""BJP state president Bandi Sanjaru has demanded an inquiry into the Singareni open cast mine explosion incident.""","""బీజేపీ రాష్ట్ర అధ్యక్షుడు బండి సంజయ్ గారు సింగరేణి ఓపెన్ కాస్ట్ గనిలో జరిగిన పేలుడు ప్రమాదంపై పూర్తి స్థాయిలో దర్యాప్తు జరిపించాలని డిమాండ్ చేశారు .""","""BJP state president Bandi Sanjay Garu has demanded a full-scale investigation into the blast accident at Singareni open cast mine.""",0.76
TEL-train-00048,"""వెంకటేశ్వరస్వామి పేరుతో విద్వేషాలు రెచ్చగొట్టి ఓట్లు దండుకోవడం తప్ప, తిరుపతిని పట్టించుకోలేదని విమర్శించారు.""","""They criticized Tirupati for not paying attention to it, except for inciting hatred and grabbing votes in the name of Venkateswara Swamy.""","""తిరుపతిని స్మార్ట్ సిటీగా ప్రకటించినా కనీస సౌకర్యాలు కల్పించలేదని, అంతర్జాతీయ స్థాయి రైల్వేస్టేషన్ ప్రతిపాదనకే పరిమితమైందని, కనీసం కొత్త రైళ్లు కూడా వేయలేదని తెలిపారు.""","""Even though Tirupati has been declared as a smart city, minimum facilities have not been provided, it has been limited to the proposal of an international level railway station and at least no new trains have been laid,"" he said.",0.76
TEL-train-00049,"""ప్రధానమంత్రి నరేంద్ర మోడీని సియోల్ శాంతి బహుమతికి ఎంపిక చేశారు .""","""Prime Minister Narendra Modi selected for Seoul Peace Prize .""","""సియోల్ శాంతి బహుమతికి ప్రధానమంత్రి నరేంద్ర మోడీ ఎంపికయ్యారు.""","""Prime Minister Narendra Modi selected for Seoul Peace Prize.""",0.76
TEL-train-00050,"""అనంతపురం జిల్లా టీడీపీలో టికెట్ల కేటాయింపులు చిచ్చు రేపుతున్నాయి .""","""Ticket allotment in Ananthapuram district TDP is causing chaos.""","""టికెట్ల కేటాయింపులపై అనంతపురం జిల్లా టీడీపీలో గొడవలు జరుగుతున్నాయి""","""Fights are going on in Anantapur district TDP over ticket allotment""",0.76
